CODIGO_SCIAN,ANIO,H010B,H010C,I100B,I100C,H010D,I100D,J000A,O110A,M710B,M710C,M999A,M310B,M310C,K316B,K316C,K910A,K411A,K951A,K412A,K961A,K610A,K810A,K710A,K500A,K931A,K999A,Q100A,Q200A,Q300A,Q400A,Q900A,Q000B,Q000C,Q000D,ESTATUS
323,2014,14955,9437,3428,2306,56930,12921,3641645,20570230,640615,1926839,468970,18986912,1545211,6922810,1609023,162257,152040,462220,514731,365996,988186,139011,960297,771052,82474,1765806,9483987,1489696,385764,491370,343381,838857,411469,111675,Cifras definitivas
3231,2014,14955,9437,3428,2306,56930,12921,3641645,20570230,640615,1926839,468970,18986912,1545211,6922810,1609023,162257,152040,462220,514731,365996,988186,139011,960297,771052,82474,1765806,9483987,1489696,385764,491370,343381,838857,411469,111675,Cifras definitivas
323111,2014,4265,2030,1953,1001,15483,6431,1068348,6958446,461986,297810,196325,6514360,445572,1912292,801781,24575,57318,186253,164251,105797,494909,120410,593730,350025,80404,597341,2790602,508545,114358,179702,108850,251072,49911,19192,Cifras definitivas
323119,2014,10690,7407,1475,1305,41447,6490,2573297,13611784,178629,1629029,272645,12472552,1099639,5010518,807242,137682,94722,275967,350480,260199,493277,18601,366567,421027,2070,1168465,6693385,981151,271406,311668,234531,587785,361558,92483,Cifras definitivas
324,2014,22993,5361,1674,477,64414,5065,14766198,866658177,125121,0,1239503,865342222,2188119,626316528,5025662,909952,20619624,2062817,1282985,659838,877909,494551,7583,259664,226645,1925137,219773478,38113740,938271,286771,5575843,9409351,16483750,18844797,Cifras definitivas
3241,2014,22993,5361,1674,477,64414,5065,14766198,866658177,125121,0,1239503,865342222,2188119,626316528,5025662,909952,20619624,2062817,1282985,659838,877909,494551,7583,259664,226645,1925137,219773478,38113740,938271,286771,5575843,9409351,16483750,18844797,Cifras definitivas
324110,2014,19420,4697,0,0,54329,0,13812042,841095453,0,0,47679,842048001,0,615577285,0,5253,20435126,1796808,1168488,0,0,0,0,52669,15532,827483,217027811,37163063,632235,143180,5419730,9118590,16139899,18752251,Cifras definitivas
324120,2014,1350,186,713,103,3495,1979,242515,5634247,0,0,191294,5178634,466689,3428557,333651,34215,120678,105466,56241,79424,193871,9211,0,30952,0,135349,1149587,236349,117555,19743,24023,105411,53068,16292,Cifras definitivas
324191,2014,2223,478,961,374,6590,3086,711641,19928477,125121,0,1000530,18115587,1721430,7310686,4692011,870484,63820,160543,58256,580414,684038,485340,7583,176043,211113,962305,1596080,714328,188481,123848,132090,185350,290783,76254,Cifras definitivas
325,2014,73611,33414,32898,13546,253953,108484,35084042,740216230,4635740,5765167,16094979,573397510,160937708,350246270,84256783,22557165,7249321,9124475,9572225,11252974,17215470,5072617,3109840,4054667,5157579,37088646,171175418,53557869,4782585,5187370,6321433,17180321,17760988,2488361,Cifras definitivas
3251,2014,24003,3898,5313,1084,69129,14308,12824762,347846091,219758,3191054,3490657,278073394,69100799,223805702,26882337,920349,4117169,4714396,5058818,3177093,2772908,27385,319471,591765,1015422,22051354,88088606,19410089,1144523,1104836,2188886,7010197,8234710,460327,Cifras definitivas
325110,2014,16535,2886,642,91,47634,763,9836771,258157685,0,0,1599734,215733619,42333468,204916014,0,54159,1709680,2472030,474145,485939,205875,0,0,58161,103378,19105057,39566030,8071086,246439,201493,1658393,3633569,3120115,235746,Cifras definitivas
325120,2014,493,73,503,62,1539,1380,282853,8728256,0,0,184302,8525209,208136,554034,0,3293,69379,144350,1696836,60799,244440,4766,408,131238,72319,190507,2392454,222450,116492,7317,17521,220502,33864,5632,Cifras definitivas
325130,2014,711,63,736,247,1806,2150,232395,2991293,0,1937742,190691,1763201,1214727,688366,658746,108272,182111,275882,159137,79016,476938,3969,23918,16641,1162,424369,3466529,1139996,39115,252770,46372,339227,495878,69360,Cifras definitivas
325180,2014,3746,379,1588,173,11081,4386,1300716,23393204,100004,1098282,329995,16662408,6649425,6365505,2073900,383821,1218692,940083,2085532,1234037,775428,3169,37899,214981,226580,1487658,16748137,4344461,508419,182872,181238,1342094,1753422,47318,Cifras definitivas
325190,2014,2518,497,1844,511,7069,5629,1172027,54575653,119754,155030,1185935,35388957,18695043,11281783,24149691,370804,937307,882051,643168,1317302,1070227,15481,257246,170744,611983,843763,25915456,5632096,234058,460384,285362,1474805,2831431,102271,Cifras definitivas
3252,2014,3864,621,6400,732,11424,17200,1176662,93464570,356632,179466,1986934,53561640,39873728,44951108,21295981,1083869,844042,836295,1830371,2412664,2669705,28617,3944,375910,500539,3189627,30263107,7799517,244676,403958,501010,3235426,1204822,997939,Cifras definitivas
325211,2014,2818,457,3225,577,8222,8954,888983,78079420,297170,178975,1848532,48806798,29275339,39989094,17508634,682565,445752,562079,1111717,1961891,1821026,19979,3944,323758,475195,2818907,22545841,4850039,182085,322585,354122,2592386,744211,313896,Cifras definitivas
325212,2014,86,14,721,75,227,2038,9883,6199764,59462,0,39151,1832874,4352799,2411612,1832711,167183,106512,111092,157638,126576,259543,317,0,39838,800,106755,1745556,593247,15206,19081,25371,148998,140848,14957,Cifras definitivas
325220,2014,960,150,2454,80,2975,6208,277796,9185386,0,491,99251,2921968,6245590,2550402,1954636,234121,291778,163124,561016,324197,589136,8321,0,12314,24544,263965,5971710,2356231,47385,62292,121517,494042,319763,669086,Cifras definitivas
3253,2014,2501,745,2473,388,7461,6867,958292,25219571,589496,15733,571172,18128067,7019885,7721378,6079324,882596,577492,580354,506421,505717,758426,103759,86795,575025,37531,1111983,5792979,1089763,341382,219782,155209,463045,874024,86974,Cifras definitivas
325310,2014,1459,166,1305,110,3812,3277,613229,12332861,521142,0,238618,7239623,5103064,3339601,3411410,107514,529668,486514,453170,226673,405820,3702,0,439362,29,793775,4724612,551533,90645,100564,39526,293245,711923,6867,Cifras definitivas
325320,2014,1042,579,1168,278,3649,3590,345063,12886710,68354,15733,332554,10888444,1916821,4381777,2667914,775082,47824,93840,53251,279044,352606,100057,86795,135663,37502,318208,1068367,538230,250737,119218,115683,169800,162101,80107,Cifras definitivas
3254,2014,16507,12712,7446,6183,64380,30024,10166357,102928404,2240616,572404,6365626,83576557,14989725,20508482,12847335,3156424,806009,1191843,835472,1451283,5925158,2758135,1092372,1285743,1665670,5979007,20308639,13726496,1470409,2019376,2249524,3184755,4289589,358511,Cifras definitivas
325411,2014,1663,549,596,178,5531,1997,771469,5688495,0,327737,251266,760787,4742009,619189,2427514,64626,140548,181348,178931,84977,296043,798,1338,18277,18403,545554,2445307,1224300,24407,75420,230661,256780,286532,18871,Cifras definitivas
325412,2014,14844,12163,6850,6005,58849,28027,9394888,97239909,2240616,244667,6114360,82815770,10247716,19889293,10419821,3091798,665461,1010495,656541,1366306,5629115,2757337,1091034,1267466,1647267,5433453,17863332,12502196,1446002,1943956,2018863,2927975,4003057,339640,Cifras definitivas
3255,2014,5773,1357,5429,1370,15229,16208,1789553,42898876,416408,132983,1086656,39159948,3522464,18231401,4649232,1708727,242330,516832,275891,780842,2315806,451091,403511,376423,963073,1328895,4323283,2784070,484083,429533,395668,831438,536822,136892,Cifras definitivas
325510,2014,5003,1152,4249,887,13073,12459,1514900,34891062,416408,9309,851982,32306854,2494516,15561293,3851588,1432008,205948,433790,211783,645328,1370189,409629,400640,300609,900932,1123168,3270267,2162294,405348,357730,338586,691043,424616,131873,Cifras definitivas
325520,2014,770,205,1180,483,2156,3749,274653,8007814,0,123674,234674,6853094,1027948,2670108,797644,276719,36382,83042,64108,135514,945617,41462,2871,75814,62141,205727,1053016,621776,78735,71803,57082,140395,112206,5019,Cifras definitivas
3256,2014,14428,9413,3712,2895,60249,16438,6198561,101318624,807352,120147,696393,85668986,15472458,27659239,6312632,13404334,463895,942854,814660,2376021,1944323,1470766,1166194,573034,484581,2256835,18379548,6285704,833057,658897,524393,1953770,2052088,397496,Cifras definitivas
325610,2014,10115,3495,2017,1401,35315,8819,4204686,64609261,6471,0,160399,56919064,7630229,21584656,5753467,5822998,287959,474160,533333,1728551,985900,334192,178484,312852,215210,1323977,10490828,3229581,572871,257885,264629,999948,1372168,200015,Cifras definitivas
325620,2014,4313,5918,1695,1494,24934,7619,1993875,36709363,800881,120147,535994,28749922,7842229,6074583,559165,7581336,175936,468694,281327,647470,958423,1136574,987710,260182,269371,932858,7888720,3056123,260186,401012,259764,953822,679920,197481,Cifras definitivas
3259,2014,6535,4668,2125,894,26081,7439,1969855,26540094,5478,1553380,1897541,15228918,10958649,7368960,6189942,1400866,198384,341901,250592,549354,829144,232864,37553,276767,490763,1170945,4019256,2462230,264455,350988,306743,501690,568933,50222,Cifras definitivas
325910,2014,1527,367,151,65,4141,525,449384,5214339,0,5234,27588,4763447,352253,2016180,1353702,45245,11249,33151,25469,65505,70280,5986,2730,39637,23559,121447,448051,39257,33684,40098,84816,51346,141674,6720,Cifras definitivas
325991,2014,168,120,329,195,646,1195,30125,569250,219,0,14733,568548,616,213504,14429,5963,7839,13671,5967,8486,85684,1893,2390,36430,17111,39378,29058,109604,6944,2232,3670,7782,3230,342,Cifras definitivas
325992,2014,83,63,327,237,297,1638,27171,2006791,0,0,104424,237478,1769242,3718,1584827,40123,1143,105,183,10235,170598,0,0,46767,0,13813,151011,103499,17127,5422,33018,24447,4894,293,Cifras definitivas
325999,2014,4757,4118,1318,397,20997,4081,1463175,18749714,5259,1548146,1750796,9659445,8836538,5135558,3236984,1309535,178153,294974,218973,465128,502582,224985,32433,153933,450093,996307,3391136,2209870,206700,303236,185239,418115,419135,42867,Cifras definitivas
326,2014,74672,48611,39839,25927,288738,158503,20026678,194546368,3062569,20503015,3519655,139815934,54747675,70760014,32998338,2805113,1786556,4643362,7557944,4476475,12668097,281986,1530071,3225215,990270,10528803,70160623,16236654,2172485,1903632,2755843,7459911,8246385,1256963,Cifras definitivas
3261,2014,59250,41593,33288,22671,236530,136400,14869527,156687786,2792751,16234381,2800360,120746839,35832136,63457004,23085360,2543413,1328202,3822478,6483685,3946796,10731795,258209,1097258,2935139,890462,8199519,58583245,12773776,1972783,1557515,2337481,6023247,6861805,841325,Cifras definitivas
326110,2014,9979,3209,6552,2701,32354,24298,2127203,35052342,399084,568694,504606,26539750,8549321,14894708,5719709,432043,203250,581899,1248505,678373,1718511,15894,128741,297736,162961,1044299,14107798,2528088,426795,504615,502712,1305571,1148163,162485,Cifras definitivas
326120,2014,1158,495,1739,175,4252,4737,250357,5925723,597,136705,161384,5814052,217813,3194351,408263,114749,95496,60166,183180,85165,496458,14623,1430,59489,42368,142926,2568745,1057880,48801,40329,44270,260925,159896,39228,Cifras definitivas
326130,2014,1484,302,547,263,4196,1882,361043,4097399,38554,129946,40016,2328789,1773258,1636506,591078,40515,29864,74640,92999,107713,175489,12580,876,38621,0,210052,768915,463506,27753,27232,18508,74021,39982,849,Cifras definitivas
326140,2014,2817,1825,1652,1142,10881,7243,631108,7336171,9047,1211286,86630,5973738,1281178,2941513,416773,228728,390623,237576,290477,276397,537326,3309,240,200634,57606,500891,2425951,966381,325559,56046,148207,321575,150519,14766,Cifras definitivas
326150,2014,1882,651,1821,1403,5871,6635,346383,6494182,8443,307389,132814,5135727,1333661,3640767,513634,48062,39727,138571,70829,123257,556811,816,24430,195018,33453,253915,898904,215013,120110,60298,79622,104496,133751,14947,Cifras definitivas
326160,2014,2646,2506,3624,1882,12403,13883,838138,16295512,347420,387670,80821,15221633,1054153,8948469,881771,291471,82386,452382,808603,677729,1106495,11794,48140,350521,83349,687270,7887197,1094353,137135,159832,108568,977004,1334898,216341,Cifras definitivas
326191,2014,3810,3213,1002,587,16979,3505,884922,6682769,141119,729501,197090,6464492,184115,2731147,924938,253075,53167,232769,589426,155805,266996,18207,64387,68585,14392,208736,4399977,793510,267344,72589,77516,392195,429542,43583,Cifras definitivas
326192,2014,10768,9311,7898,6659,46151,34909,3368961,41309271,668736,3743327,538507,28670007,12611616,13283062,9313969,454810,197113,1078383,1106404,1033218,3309540,3215,586433,669804,213422,2825113,10092359,1985736,98506,260869,567380,943503,1561852,84957,Cifras definitivas
326193,2014,6360,5176,3413,2659,27123,14814,1760773,15187288,416514,1012875,426101,11868008,3307097,5749932,1695703,258803,72326,385386,712566,458456,1036801,123396,132286,313328,148845,783068,8434837,1078782,274893,148952,419420,834378,1089636,130081,Cifras definitivas
326194,2014,13493,11049,3772,3742,56997,17969,3156047,14593792,688911,6080815,245631,9774516,4760259,5211605,2206713,342055,128369,418664,1143340,220156,1152192,9969,67531,507611,75436,992593,5905661,2000953,154234,176102,297073,674743,676382,105630,Cifras definitivas
326198,2014,1855,1008,451,354,6598,1872,387810,865340,623,731336,41287,482483,383464,344215,77998,19120,7374,29968,43969,24427,95999,6051,4756,55533,140,148993,345081,309407,28635,20231,31646,42740,58624,2534,Cifras definitivas
326199,2014,2998,2848,817,1104,12725,4653,756782,2847997,73703,1194837,345473,2473644,376201,880729,334811,59982,28507,132074,193387,106100,279177,38355,38008,178259,58490,401663,747820,280167,63018,30420,42559,92096,78560,25924,Cifras definitivas
3262,2014,15422,7018,6551,3256,52208,22103,5157151,37858582,269818,4268634,719295,19069095,18915539,7303010,9912978,261700,458354,820884,1074259,529679,1936302,23777,432813,290076,99808,2329284,11577378,3462878,199702,346117,418362,1436664,1384580,415638,Cifras definitivas
326211,2014,4396,303,1550,98,11138,3482,2277384,15182122,0,735633,62052,8133120,7245088,1633786,4005597,9512,214113,320285,455933,245729,517966,10337,101972,100286,0,925629,6157519,1807813,16615,181018,108005,552908,613472,325739,Cifras definitivas
326220,2014,2855,1421,1305,882,9369,5178,877221,7770096,70093,1373892,97750,3448590,4489423,2075206,1656537,88157,78939,170272,166013,94250,279127,1254,9395,56717,48557,371444,1073871,364945,37402,32353,33369,179458,160419,12760,Cifras definitivas
326290,2014,8171,5294,3696,2276,31701,13443,2002546,14906364,199725,2159109,559493,7487385,7181028,3594018,4250844,164031,165302,330327,452313,189700,1139209,12186,321446,133073,51251,1032211,4345988,1290120,145685,132746,276988,704298,610689,77139,Cifras definitivas
327,2014,47600,7603,33970,7198,141135,108123,10725405,169881315,393297,4169306,1553422,145353548,24232630,35882449,5490041,5498945,11401914,6697278,9635186,7422431,9994332,366486,177221,2943623,418931,7277089,114794510,52767695,8478422,1228069,1364551,9560235,8790233,1039688,Cifras definitivas
3271,2014,14460,1479,8604,1968,42395,28550,2981540,23198593,827,2436776,500001,16617056,6489021,4456605,2393757,1119825,1414878,1509351,1372737,936909,2217165,160909,14397,321725,136188,1258621,11043820,6133595,270080,201486,189288,1217136,788648,55827,Cifras definitivas
327112,2014,8761,669,2031,165,25449,5802,1499531,3268580,0,2050856,61260,1831805,1420654,725652,167171,182449,194589,251590,321800,168248,454768,13021,10709,49675,50801,270829,1839680,1416919,37977,25177,50940,278302,209051,7493,Cifras definitivas
327121,2014,1577,208,3,1,4284,11,249969,1424208,0,0,35785,1137007,282305,193377,11035,53478,155294,59166,103686,100472,3043,7018,0,29548,184,53906,1305735,456459,85365,14286,16788,142659,80153,6196,Cifras definitivas
327122,2014,2852,480,6203,1660,9404,21337,825264,15142215,0,380294,373621,11558175,3533851,2914888,1214049,820961,1007201,1151082,894704,635851,1685837,135654,0,222816,50046,797056,7008166,4033696,111947,131703,86358,703271,442341,39639,Cifras definitivas
327123,2014,1270,122,367,142,3258,1400,406776,3363590,827,5626,29335,2090069,1252211,622688,1001502,62937,57794,47513,52547,32338,73517,5216,3688,19686,35157,136830,890239,226521,34791,30320,35202,92904,57103,2499,Cifras definitivas
3272,2014,11599,2870,13487,3956,37507,47009,2685256,44947783,51183,1020145,508610,30072304,14859259,8419791,2483744,2695479,3099002,1674985,2336544,1555219,4454661,23240,100794,1726757,52820,2061750,27735259,6690625,224815,315014,401226,2534313,1256013,163425,Cifras definitivas
327211,2014,1396,279,4629,1176,4204,15275,322265,12332917,0,441008,372634,7389723,4923977,4062341,258772,231705,868947,192884,607217,589855,1523021,9338,360,263276,0,632263,6106123,2238636,30673,117186,179030,367934,392306,11844,Cifras definitivas
327213,2014,4417,840,8016,2302,13691,28444,1335971,25990462,1754,0,118625,18969321,6944805,3525369,1759539,1791601,1891419,1251852,1321808,712000,2671215,2106,47764,1301287,48633,1091229,18205003,3244610,131053,164467,173625,1730909,616250,133267,Cifras definitivas
327214,2014,1026,160,721,410,2531,2790,156669,1713811,0,316334,9924,193704,1520107,270908,237269,77650,78803,46625,161478,118209,219957,609,45992,24484,0,149691,1951528,606633,16569,7481,29704,211805,15558,10362,Cifras definitivas
